section_id,killed,severely_injured,slightly_injured,source,risk_level,side,name,category,borough,is_road,suffix
"44600007","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Emmentaler Straße /  Reginhardstraße /  Armbrustweg,IV,Reinickendorf,"0",
"46610023","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Heinrich-Mann-Platz /  Heinrich-Mann-Straße,II,Pankow,"0",
"47600009","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Breite Straße /  Berliner Straße,II,Pankow,"0",
"34450029","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Lindenthaler Allee /  Potsdamer Chaussee,I,Steglitz-Zehlendorf,"0",
"43600023","1","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Emmentaler Straße /  Residenzstraße,II,Reinickendorf,"0",
"46600026","0","2","7","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Parkstraße /  Schönholzer Straße /  Bürgerpark Pankow /  Kreuzstraße,II,Pankow,"0",
"52600003","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Ortnitstraße /  Dorfstraße /  Malchower Chaussee,I,Pankow,"0",
"42610011","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Klenzepfad /  Lindauer Allee /  Humboldtstraße,II,Reinickendorf,"0",
"33610001","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Aalemannufer /  Niederneuendorfer Allee,II,Spandau,"0",
"52610004","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Wartenberger Weg /  Dorfstraße,I,Lichtenberg,"0",
"41610012","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Lindauer Allee /  Waldstraße /  Ollenhauerstraße,II,Reinickendorf,"0",
"48610009","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Am Feuchten Winkel /  Pasewalker Straße,III,Pankow,"0",
"43610011","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Flottenstraße /  Kopenhagener Straße,III,Reinickendorf,"0",
"37610001","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Bernauer Straße /  Uferweg Neheimer Straße /  Semmelweg /  Neheimer Straße /  Bocholter Weg,II,Reinickendorf,"0",
"55450042","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Dörpfeldstraße /  Adlergestell /  Rudower Chaussee,II,Treptow-Köpenick,"0",
"39610004","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Bernauer Straße /  Seidelstraße /  Holzhauser Straße /  Berliner Straße,II,Reinickendorf,"0",
"40610005","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Wittestraße /  Eichborndamm /  Waldstraße,II,Reinickendorf,"0",
"40610002","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Wittestraße /  Antonienstraße,II,Reinickendorf,"0",
"40610014","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Otisstraße /  Wittestraße /  Innungsstraßentunnel,II,Reinickendorf,"0",
"39610024","0","1","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Wittestraße /  Holzhauser Straße,II,Reinickendorf,"0",
"46610019","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Grabbeallee /  Hermann-Hesse-Straße /  Pastor-Niemöller-Platz,II,Pankow,"0",
"48610008","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Am Feuchten Winkel,III,Pankow,"0",
"39610021","0","1","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",111 AS Holzhauser Str Ausf n Holzhauser Str W /  A 111 BAB Autobahnzubringer Hamburg /  Holzhauser Straße /  111 AS Holzhauser Str Einf v Holzhauser Str W,II,Reinickendorf,"0",
"48610010","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Prenzlauer Promenade /  Am Feuchten Winkel /  Pasewalker Straße,III,Pankow,"0",
"43610009","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Montanstraße /  Flottenstraße,IV,Reinickendorf,"0",
"50450025","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Rudower Straße /  Johannisthaler Chaussee,II,Neukölln,"0",
"40610021","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Miraustraße /  Eichborndamm /  Antonienstraße,II,Reinickendorf,"0",
"43610008","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Roedernallee /  Flottenstraße,II,Reinickendorf,"0",
"46610018","0","0","5","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Grabbeallee /  Pastor-Niemöller-Platz,II,Pankow,"0",
"43610007","0","1","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","2","2",Lindauer Allee /  Aroser Allee,II,Reinickendorf,"0",
"45610016","0","1","13","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Hermann-Hesse-Straße /  Heinrich-Mann-Straße,II,Pankow,"0",
"45610004","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Provinzstraße /  Straße vor Schönholz,II,Pankow,"0",
"44610032","0","1","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Emmentaler Straße /  Klemkestraße,II,Reinickendorf,"0",
"43610018","0","0","7","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Lindauer Allee /  Teichstraße /  Roedernallee,II,Reinickendorf,"0",
"45610001","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Klemkestraße /  Straße vor Schönholz,II,Pankow,"0",
"43610006","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Klemkestraße /  Residenzstraße /  Alt-Reinickendorf /  Kopenhagener Straße,II,Reinickendorf,"0",
"37450037","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Sundgauer Straße /  Mühlenstraße,III,Steglitz-Zehlendorf,"0",
"52610001","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",KGA Am Volkspark Malchow e.V. /  Dorfstraße /  Blankenburger Pflasterweg,I,Lichtenberg,"0",
"48610007","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Prenzlauer Promenade /  Am Feuchten Winkel /  114 AS Prenzlauer Chaussee Einf v Prenzlauer,III,Pankow,"0",
"46610007","0","1","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Blankenburger Straße /  Dietzgenstraße,II,Pankow,"0",
"39620004","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Wittestraße /  Egellsstraße /  Berliner Straße,III,Reinickendorf,"0",
"40620015","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Miraustraße /  Innungsstraße,IV,Reinickendorf,"0",
"42610037","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Lengeder Straße /  Roedernallee,II,Reinickendorf,"0",
"47610025","0","0","4","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","2","2",Blankenburger Straße /  Buchholzer Straße,II,Pankow,"0",
"40610024","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Holzhauser Straße /  Conradstraße /  Soltauer Straße,II,Reinickendorf,"0",
"44620031","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Hauptstraße /  Edelweißstraße,III,Pankow,"0",
"34620007","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Falkenplatz /  Falkenhorststraße /  Eichelhäherstraße,III,Reinickendorf,"0",
"57450003","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Spindlersfelder Straße /  Glienicker Straße,II,Treptow-Köpenick,"0",
"38620014","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Veitstraße /  Berliner Straße,III,Reinickendorf,"0",
"40620014","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Triftstraße /  Holzhauser Straße,II,Reinickendorf,"0",
"48620026","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Blankenburger Straße /  Pasewalker Straße,II,Pankow,"0",
"42620017","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Am Nordgraben /  Oranienburger Straße,II,Reinickendorf,"0",
"44620045","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Hauptstraße /  Schillerstraße,III,Pankow,"0",
"41620002","0","1","5","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Am Nordgraben /  Eichborndamm,II,Reinickendorf,"0",
"40620013","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Miraustraße /  Holzhauser Straße,II,Reinickendorf,"0",
"48620035","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Grumbkowstraße /  Blankenburger Straße,II,Pankow,"0",
"44620024","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Schönholzer Weg /  Edelweißstraße /  Marthastraße,III,Pankow,"0",
"42620014","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Oranienburger Straße /  Alt-Wittenau,II,Reinickendorf,"0",
"53450032","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Stubenrauchstraße /  Sterndamm /  Akeleiweg,II,Treptow-Köpenick,"0",
"50620002","0","1","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Bahnhofstraße /  Heinersdorfer Straße /  Krugstege /  Meisengimpelweg,II,Pankow,"0",
"46620062","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Schillerstraße /  Dietzgenstraße /  Schönhauser Straße,II,Pankow,"0",
"48620013","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Blankenburger Weg /  Pasewalker Straße,II,Pankow,"0",
"42620015","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Roedernallee /  Alt-Wittenau,II,Reinickendorf,"0",
"38630003","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Bernstorffstraße /  Berliner Straße /  Alt-Tegel,III,Reinickendorf,"0",
"49630024","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Bahnhofstraße /  Pankstraße /  Blankenburger Weg,II,Pankow,"0",
"44620023","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Hauptstraße /  Kastanienallee /  Schönholzer Weg /  Buchhorster Straße,III,Pankow,"0",
"47620017","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Grumbkowstraße /  Buchholzer Straße,IV,Pankow,"0",
"45630050","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Kastanienallee /  Friedrich-Engels-Straße,II,Pankow,"0",
"46630022","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Kastanienallee /  Dietzgenstraße,II,Pankow,"0",
"59450004","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Salvador-Allende-Straße /  Müggelheimer Damm /  Mayschweg /  Strandschloßweg,II,Treptow-Köpenick,"0",
"40630001","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Am Nordgraben /  Park Borsigaue /  Straße 184 /  Gorkistraße,III,Reinickendorf,"0",
"48630074","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Bahnhofstraße /  Rosenthaler Straße /  Berliner Straße /  Pasewalker Straße,III,Pankow,"0",
"38630005","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Karolinenstraße /  Waidmannsluster Damm /  An der Mühle,II,Reinickendorf,"0",
"48630067","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Marienstraße /  Schönhauser Straße,IV,Pankow,"0",
"41630001","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Triftstraße /  Hermsdorfer Straße /  Alt-Wittenau,III,Reinickendorf,"0",
"42630031","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Roedernallee /  Oranienburger Straße,II,Reinickendorf,"0",
"39630038","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Ziekowstraße /  Gorkistraße,III,Reinickendorf,"0",
"42630041","0","1","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Dannenwalder Weg /  KGA Am Nordgraben /  Schorfheidestraße,II,Reinickendorf,"0",
"46630031","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Kastanienallee /  Schönhauser Straße,III,Pankow,"0",
"48630068","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Marienstraße /  Pasewalker Straße,III,Pankow,"0",
"31450005","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Wannseebadweg /  Rosemeyerweg /  Kronprinzessinnenweg /  Spanische Allee,III,Steglitz-Zehlendorf,"0",
"38630010","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Buddestraße /  Bernstorffstraße,III,Reinickendorf,"0",
"41630005","0","1","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Eichborndamm /  Alt-Wittenau,II,Reinickendorf,"0",
"42620018","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Am Nordgraben /  Roedernallee,II,Reinickendorf,"0",
"41620001","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Am Nordgraben /  Holzhauser Straße,II,Reinickendorf,"0",
"50620006","0","1","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Heinersdorfer Straße /  Blankenburger Pflasterweg /  Morgenammerweg,II,Pankow,"0",
"40620001","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Am Nordgraben /  Triftstraße,III,Reinickendorf,"0",
"43600005","0","1","6","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Emmentaler Straße /  Aroser Allee /  Gotthardstraße,III,Reinickendorf,"0",
"53600050","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Zingster Straße /  Dierhagener Straße /  Ribnitzer Straße,IV,Lichtenberg,"0",
"45640011","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Hauptstraße /  Schönhauser Straße /  KGA Alt-Rosenthal,IV,Pankow,"0",
"44630017","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Hauptstraße /  Friedrich-Engels-Straße /  Wilhelmsruher Damm,II,Pankow,"0",
"32450036","0","1","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",115 AS Spanische Allee Ausf n Spanische Allee W /  Spanische Allee /  115 AS Spanische Allee Einf v Spanische Allee W,III,Steglitz-Zehlendorf,"0",
"43630010","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Dannenwalder Weg /  Wilhelmsruher Damm /  Treuenbrietzener Straße,II,Reinickendorf,"0",
"39630061","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Ziekowstraße /  Titusweg /  Waidmannsluster Damm,II,Reinickendorf,"0",
"44630015","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Wilhelmsruher Damm /  Quickborner Straße,II,Pankow,"0",
"46640001","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Blankenfelder Chaussee /  Rosenthaler Weg /  Dietzgenstraße,II,Pankow,"0",
